Sample	AF	Guide
EGFP_sgRNA_a1+a2	7.44296339628949E-05	a1+a2
EGFP_sgRNA_a1+a2	3.39608248823127E-05	a1+a2
EGFP_sgRNA_a1+a2	1.95659745094484E-05	a1+a2
EGFP_sgRNA_a1+a2	2.60858223555498E-05	a1+a2
EGFP_sgRNA_a1+a2	2.49897410536727E-05	a1+a2
EGFP_sgRNA_a1+a2	7.23605185223193E-05	a1+a2
EGFP_sgRNA_a1+a2	5.10234118963047E-05	a1+a2
EGFP_sgRNA_a1+a2	0.000107966170599879	a1+a2
EGFP_sgRNA_a1+a2	4.85155551359616E-05	a1+a2
EGFP_sgRNA_a1+a2	2.27657431809903E-05	a1+a2
EGFP_sgRNA_a1+a2	1.32749060468525E-05	a1+a2
EGFP_sgRNA_a1+a2	1.17425408770895E-05	a1+a2
